trade_date,trade_status,day_week
2021-01-01,0,6
2021-01-02,0,7
2021-01-03,0,1
2021-01-04,1,2
2021-01-05,1,3
2021-01-06,1,4
2021-01-07,1,5
2021-01-08,1,6
2021-01-09,0,7
2021-01-10,0,1
2021-01-11,1,2
2021-01-12,1,3
2021-01-13,1,4
2021-01-14,1,5
2021-01-15,1,6
2021-01-16,0,7
2021-01-17,0,1
2021-01-18,1,2
2021-01-19,1,3
2021-01-20,1,4
2021-01-21,1,5
2021-01-22,1,6
2021-01-23,0,7
2021-01-24,0,1
2021-01-25,1,2
2021-01-26,1,3
2021-01-27,1,4
2021-01-28,1,5
2021-01-29,1,6
2021-01-30,0,7
2021-01-31,0,1
2021-02-01,1,2
2021-02-02,1,3
2021-02-03,1,4
2021-02-04,1,5
2021-02-05,1,6
2021-02-06,0,7
2021-02-07,0,1
2021-02-08,1,2
2021-02-09,1,3
2021-02-10,1,4
2021-02-11,0,5
2021-02-12,0,6
2021-02-13,0,7
2021-02-14,0,1
2021-02-15,0,2
2021-02-16,0,3
2021-02-17,0,4
2021-02-18,1,5
2021-02-19,1,6
2021-02-20,0,7
2021-02-21,0,1
2021-02-22,1,2
2021-02-23,1,3
2021-02-24,1,4
2021-02-25,1,5
2021-02-26,1,6
2021-02-27,0,7
2021-02-28,0,1
2021-03-01,1,2
2021-03-02,1,3
2021-03-03,1,4
2021-03-04,1,5
2021-03-05,1,6
2021-03-06,0,7
2021-03-07,0,1
2021-03-08,1,2
2021-03-09,1,3
2021-03-10,1,4
2021-03-11,1,5
2021-03-12,1,6
2021-03-13,0,7
2021-03-14,0,1
2021-03-15,1,2
2021-03-16,1,3
2021-03-17,1,4
2021-03-18,1,5
2021-03-19,1,6
2021-03-20,0,7
2021-03-21,0,1
2021-03-22,1,2
2021-03-23,1,3
2021-03-24,1,4
2021-03-25,1,5
2021-03-26,1,6
2021-03-27,0,7
2021-03-28,0,1
2021-03-29,1,2
2021-03-30,1,3
2021-03-31,1,4
2021-04-01,1,5
2021-04-02,1,6
2021-04-03,0,7
2021-04-04,0,1
2021-04-05,0,2
2021-04-06,1,3
2021-04-07,1,4
2021-04-08,1,5
2021-04-09,1,6
2021-04-10,0,7
2021-04-11,0,1
2021-04-12,1,2
2021-04-13,1,3
2021-04-14,1,4
2021-04-15,1,5
2021-04-16,1,6
2021-04-17,0,7
2021-04-18,0,1
2021-04-19,1,2
2021-04-20,1,3
2021-04-21,1,4
2021-04-22,1,5
2021-04-23,1,6
2021-04-24,0,7
2021-04-25,0,1
2021-04-26,1,2
2021-04-27,1,3
2021-04-28,1,4
2021-04-29,1,5
2021-04-30,1,6
2021-05-01,0,7
2021-05-02,0,1
2021-05-03,0,2
2021-05-04,0,3
2021-05-05,0,4
2021-05-06,1,5
2021-05-07,1,6
2021-05-08,0,7
2021-05-09,0,1
2021-05-10,1,2
2021-05-11,1,3
2021-05-12,1,4
2021-05-13,1,5
2021-05-14,1,6
2021-05-15,0,7
2021-05-16,0,1
2021-05-17,1,2
2021-05-18,1,3
2021-05-19,1,4
2021-05-20,1,5
2021-05-21,1,6
2021-05-22,0,7
2021-05-23,0,1
2021-05-24,1,2
2021-05-25,1,3
2021-05-26,1,4
2021-05-27,1,5
2021-05-28,1,6
