trade_date,trade_status,day_week
2012-01-01,0,1
2012-01-02,0,2
2012-01-03,0,3
2012-01-04,1,4
2012-01-05,1,5
2012-01-06,1,6
2012-01-07,0,7
2012-01-08,0,1
2012-01-09,1,2
2012-01-10,1,3
2012-01-11,1,4
2012-01-12,1,5
2012-01-13,1,6
2012-01-14,0,7
2012-01-15,0,1
2012-01-16,1,2
2012-01-17,1,3
2012-01-18,1,4
2012-01-19,1,5
2012-01-20,1,6
2012-01-21,0,7
2012-01-22,0,1
2012-01-23,0,2
2012-01-24,0,3
2012-01-25,0,4
2012-01-26,0,5
2012-01-27,0,6
2012-01-28,0,7
2012-01-29,0,1
2012-01-30,1,2
2012-01-31,1,3
2012-02-01,1,4
2012-02-02,1,5
2012-02-03,1,6
2012-02-04,0,7
2012-02-05,0,1
2012-02-06,1,2
2012-02-07,1,3
2012-02-08,1,4
2012-02-09,1,5
2012-02-10,1,6
2012-02-11,0,7
2012-02-12,0,1
2012-02-13,1,2
2012-02-14,1,3
2012-02-15,1,4
2012-02-16,1,5
2012-02-17,1,6
2012-02-18,0,7
2012-02-19,0,1
2012-02-20,1,2
2012-02-21,1,3
2012-02-22,1,4
2012-02-23,1,5
2012-02-24,1,6
2012-02-25,0,7
2012-02-26,0,1
2012-02-27,1,2
2012-02-28,1,3
2012-02-29,1,4
2012-03-01,1,5
2012-03-02,1,6
2012-03-03,0,7
2012-03-04,0,1
2012-03-05,1,2
2012-03-06,1,3
2012-03-07,1,4
2012-03-08,1,5
2012-03-09,1,6
2012-03-10,0,7
2012-03-11,0,1
2012-03-12,1,2
2012-03-13,1,3
2012-03-14,1,4
2012-03-15,1,5
2012-03-16,1,6
2012-03-17,0,7
2012-03-18,0,1
2012-03-19,1,2
2012-03-20,1,3
2012-03-21,1,4
2012-03-22,1,5
2012-03-23,1,6
2012-03-24,0,7
2012-03-25,0,1
2012-03-26,1,2
2012-03-27,1,3
2012-03-28,1,4
2012-03-29,1,5
2012-03-30,1,6
2012-03-31,0,7
2012-04-01,0,1
2012-04-02,0,2
2012-04-03,0,3
2012-04-04,0,4
2012-04-05,1,5
