trade_date,trade_status,day_week
2013-01-01,0,3
2013-01-02,0,4
2013-01-03,0,5
2013-01-04,1,6
2013-01-05,0,7
2013-01-06,0,1
2013-01-07,1,2
2013-01-08,1,3
2013-01-09,1,4
2013-01-10,1,5
2013-01-11,1,6
2013-01-12,0,7
2013-01-13,0,1
2013-01-14,1,2
2013-01-15,1,3
2013-01-16,1,4
2013-01-17,1,5
2013-01-18,1,6
2013-01-19,0,7
2013-01-20,0,1
2013-01-21,1,2
2013-01-22,1,3
2013-01-23,1,4
2013-01-24,1,5
2013-01-25,1,6
2013-01-26,0,7
2013-01-27,0,1
2013-01-28,1,2
2013-01-29,1,3
2013-01-30,1,4
2013-01-31,1,5
2013-02-01,1,6
2013-02-02,0,7
2013-02-03,0,1
2013-02-04,1,2
2013-02-05,1,3
2013-02-06,1,4
2013-02-07,1,5
2013-02-08,1,6
2013-02-09,0,7
2013-02-10,0,1
2013-02-11,0,2
2013-02-12,0,3
2013-02-13,0,4
2013-02-14,0,5
2013-02-15,0,6
2013-02-16,0,7
2013-02-17,0,1
2013-02-18,1,2
2013-02-19,1,3
2013-02-20,1,4
2013-02-21,1,5
2013-02-22,1,6
2013-02-23,0,7
2013-02-24,0,1
2013-02-25,1,2
2013-02-26,1,3
2013-02-27,1,4
2013-02-28,1,5
2013-03-01,1,6
2013-03-02,0,7
2013-03-03,0,1
2013-03-04,1,2
2013-03-05,1,3
2013-03-06,1,4
2013-03-07,1,5
2013-03-08,1,6
2013-03-09,0,7
2013-03-10,0,1
2013-03-11,1,2
2013-03-12,1,3
2013-03-13,1,4
2013-03-14,1,5
2013-03-15,1,6
2013-03-16,0,7
2013-03-17,0,1
2013-03-18,1,2
2013-03-19,1,3
2013-03-20,1,4
2013-03-21,1,5
2013-03-22,1,6
2013-03-23,0,7
2013-03-24,0,1
2013-03-25,1,2
2013-03-26,1,3
2013-03-27,1,4
2013-03-28,1,5
2013-03-29,1,6
2013-03-30,0,7
2013-03-31,0,1
2013-04-01,1,2
2013-04-02,1,3
2013-04-03,1,4
2013-04-04,0,5
2013-04-05,0,6
2013-04-06,0,7
2013-04-07,0,1
2013-04-08,1,2
2013-04-09,1,3
2013-04-10,1,4
2013-04-11,1,5
2013-04-12,1,6
2013-04-13,0,7
2013-04-14,0,1
2013-04-15,1,2
2013-04-16,1,3
2013-04-17,1,4
2013-04-18,1,5
2013-04-19,1,6
2013-04-20,0,7
2013-04-21,0,1
2013-04-22,1,2
2013-04-23,1,3
2013-04-24,1,4
2013-04-25,1,5
2013-04-26,1,6
2013-04-27,0,7
2013-04-28,0,1
2013-04-29,0,2
2013-04-30,0,3
2013-05-01,0,4
2013-05-02,1,5
2013-05-03,1,6
2013-05-04,0,7
2013-05-05,0,1
2013-05-06,1,2
2013-05-07,1,3
2013-05-08,1,4
2013-05-09,1,5
2013-05-10,1,6
2013-05-11,0,7
2013-05-12,0,1
2013-05-13,1,2
2013-05-14,1,3
2013-05-15,1,4
2013-05-16,1,5
2013-05-17,1,6
2013-05-18,0,7
2013-05-19,0,1
2013-05-20,1,2
2013-05-21,1,3
2013-05-22,1,4
2013-05-23,1,5
2013-05-24,1,6
2013-05-25,0,7
2013-05-26,0,1
2013-05-27,1,2
2013-05-28,1,3
2013-05-29,1,4
2013-05-30,1,5
2013-05-31,1,6
2013-06-01,0,7
2013-06-02,0,1
2013-06-03,1,2
2013-06-04,1,3
2013-06-05,1,4
2013-06-06,1,5
2013-06-07,1,6
2013-06-08,0,7
2013-06-09,0,1
2013-06-10,0,2
2013-06-11,0,3
2013-06-12,0,4
2013-06-13,1,5
2013-06-14,1,6
2013-06-15,0,7
2013-06-16,0,1
2013-06-17,1,2
2013-06-18,1,3
2013-06-19,1,4
2013-06-20,1,5
2013-06-21,1,6
2013-06-22,0,7
2013-06-23,0,1
2013-06-24,1,2
2013-06-25,1,3
2013-06-26,1,4
2013-06-27,1,5
2013-06-28,1,6
