trade_date,trade_status,day_week
2006-01-01,0,1
2006-01-02,0,2
2006-01-03,0,3
2006-01-04,1,4
2006-01-05,1,5
2006-01-06,1,6
2006-01-07,0,7
2006-01-08,0,1
2006-01-09,1,2
2006-01-10,1,3
2006-01-11,1,4
2006-01-12,1,5
2006-01-13,1,6
2006-01-14,0,7
2006-01-15,0,1
2006-01-16,1,2
2006-01-17,1,3
2006-01-18,1,4
2006-01-19,1,5
2006-01-20,1,6
2006-01-21,0,7
2006-01-22,0,1
2006-01-23,1,2
2006-01-24,1,3
2006-01-25,1,4
2006-01-26,0,5
2006-01-27,0,6
2006-01-28,0,7
2006-01-29,0,1
2006-01-30,0,2
2006-01-31,0,3
2006-02-01,0,4
2006-02-02,0,5
2006-02-03,0,6
2006-02-04,0,7
2006-02-05,0,1
2006-02-06,1,2
2006-02-07,1,3
2006-02-08,1,4
2006-02-09,1,5
2006-02-10,1,6
2006-02-11,0,7
2006-02-12,0,1
2006-02-13,1,2
2006-02-14,1,3
2006-02-15,1,4
2006-02-16,1,5
2006-02-17,1,6
2006-02-18,0,7
2006-02-19,0,1
2006-02-20,1,2
2006-02-21,1,3
2006-02-22,1,4
2006-02-23,1,5
2006-02-24,1,6
2006-02-25,0,7
2006-02-26,0,1
2006-02-27,1,2
2006-02-28,1,3
2006-03-01,1,4
2006-03-02,1,5
2006-03-03,1,6
2006-03-04,0,7
2006-03-05,0,1
2006-03-06,1,2
2006-03-07,1,3
2006-03-08,1,4
2006-03-09,1,5
2006-03-10,1,6
2006-03-11,0,7
2006-03-12,0,1
2006-03-13,1,2
2006-03-14,1,3
2006-03-15,1,4
2006-03-16,1,5
2006-03-17,1,6
2006-03-18,0,7
2006-03-19,0,1
2006-03-20,1,2
2006-03-21,1,3
2006-03-22,1,4
2006-03-23,1,5
2006-03-24,1,6
2006-03-25,0,7
2006-03-26,0,1
2006-03-27,1,2
2006-03-28,1,3
2006-03-29,1,4
2006-03-30,1,5
2006-03-31,1,6
2006-04-01,0,7
2006-04-02,0,1
2006-04-03,1,2
2006-04-04,1,3
2006-04-05,1,4
2006-04-06,1,5
2006-04-07,1,6
2006-04-08,0,7
2006-04-09,0,1
2006-04-10,1,2
2006-04-11,1,3
2006-04-12,1,4
2006-04-13,1,5
2006-04-14,1,6
2006-04-15,0,7
2006-04-16,0,1
2006-04-17,1,2
2006-04-18,1,3
2006-04-19,1,4
2006-04-20,1,5
2006-04-21,1,6
2006-04-22,0,7
2006-04-23,0,1
2006-04-24,1,2
2006-04-25,1,3
2006-04-26,1,4
2006-04-27,1,5
2006-04-28,1,6
2006-04-29,0,7
2006-04-30,0,1
2006-05-01,0,2
2006-05-02,0,3
2006-05-03,0,4
2006-05-04,0,5
2006-05-05,0,6
2006-05-06,0,7
2006-05-07,0,1
2006-05-08,1,2
2006-05-09,1,3
2006-05-10,1,4
2006-05-11,1,5
2006-05-12,1,6
2006-05-13,0,7
2006-05-14,0,1
2006-05-15,1,2
2006-05-16,1,3
2006-05-17,1,4
2006-05-18,1,5
2006-05-19,1,6
2006-05-20,0,7
2006-05-21,0,1
2006-05-22,1,2
2006-05-23,1,3
2006-05-24,1,4
2006-05-25,1,5
2006-05-26,1,6
2006-05-27,0,7
2006-05-28,0,1
2006-05-29,1,2
2006-05-30,1,3
2006-05-31,1,4
2006-06-01,1,5
2006-06-02,1,6
2006-06-03,0,7
2006-06-04,0,1
2006-06-05,1,2
2006-06-06,1,3
2006-06-07,1,4
2006-06-08,1,5
2006-06-09,1,6
2006-06-10,0,7
2006-06-11,0,1
2006-06-12,1,2
2006-06-13,1,3
2006-06-14,1,4
2006-06-15,1,5
2006-06-16,1,6
2006-06-17,0,7
2006-06-18,0,1
2006-06-19,1,2
2006-06-20,1,3
2006-06-21,1,4
2006-06-22,1,5
2006-06-23,1,6
2006-06-24,0,7
2006-06-25,0,1
2006-06-26,1,2
2006-06-27,1,3
2006-06-28,1,4
2006-06-29,1,5
2006-06-30,1,6
2006-07-01,0,7
2006-07-02,0,1
2006-07-03,1,2
2006-07-04,1,3
2006-07-05,1,4
2006-07-06,1,5
2006-07-07,1,6
2006-07-08,0,7
2006-07-09,0,1
2006-07-10,1,2
2006-07-11,1,3
2006-07-12,1,4
2006-07-13,1,5
2006-07-14,1,6
2006-07-15,0,7
2006-07-16,0,1
2006-07-17,1,2
2006-07-18,1,3
2006-07-19,1,4
2006-07-20,1,5
2006-07-21,1,6
2006-07-22,0,7
2006-07-23,0,1
2006-07-24,1,2
2006-07-25,1,3
2006-07-26,1,4
2006-07-27,1,5
2006-07-28,1,6
2006-07-29,0,7
2006-07-30,0,1
2006-07-31,1,2
2006-08-01,1,3
2006-08-02,1,4
2006-08-03,1,5
2006-08-04,1,6
2006-08-05,0,7
2006-08-06,0,1
2006-08-07,1,2
2006-08-08,1,3
2006-08-09,1,4
2006-08-10,1,5
2006-08-11,1,6
2006-08-12,0,7
2006-08-13,0,1
2006-08-14,1,2
2006-08-15,1,3
2006-08-16,1,4
2006-08-17,1,5
2006-08-18,1,6
2006-08-19,0,7
2006-08-20,0,1
2006-08-21,1,2
2006-08-22,1,3
2006-08-23,1,4
2006-08-24,1,5
2006-08-25,1,6
2006-08-26,0,7
2006-08-27,0,1
2006-08-28,1,2
