trade_date,trade_status,day_week
2016-01-01,0,6
2016-01-02,0,7
2016-01-03,0,1
2016-01-04,1,2
2016-01-05,1,3
2016-01-06,1,4
2016-01-07,1,5
2016-01-08,1,6
2016-01-09,0,7
2016-01-10,0,1
2016-01-11,1,2
2016-01-12,1,3
2016-01-13,1,4
2016-01-14,1,5
2016-01-15,1,6
2016-01-16,0,7
2016-01-17,0,1
2016-01-18,1,2
2016-01-19,1,3
2016-01-20,1,4
2016-01-21,1,5
2016-01-22,1,6
2016-01-23,0,7
2016-01-24,0,1
2016-01-25,1,2
2016-01-26,1,3
2016-01-27,1,4
2016-01-28,1,5
2016-01-29,1,6
2016-01-30,0,7
2016-01-31,0,1
2016-02-01,1,2
2016-02-02,1,3
2016-02-03,1,4
2016-02-04,1,5
2016-02-05,1,6
2016-02-06,0,7
2016-02-07,0,1
2016-02-08,0,2
2016-02-09,0,3
2016-02-10,0,4
2016-02-11,0,5
2016-02-12,0,6
2016-02-13,0,7
2016-02-14,0,1
2016-02-15,1,2
2016-02-16,1,3
2016-02-17,1,4
2016-02-18,1,5
2016-02-19,1,6
2016-02-20,0,7
2016-02-21,0,1
2016-02-22,1,2
2016-02-23,1,3
2016-02-24,1,4
2016-02-25,1,5
2016-02-26,1,6
2016-02-27,0,7
2016-02-28,0,1
2016-02-29,1,2
2016-03-01,1,3
2016-03-02,1,4
2016-03-03,1,5
2016-03-04,1,6
2016-03-05,0,7
2016-03-06,0,1
2016-03-07,1,2
2016-03-08,1,3
2016-03-09,1,4
2016-03-10,1,5
2016-03-11,1,6
2016-03-12,0,7
2016-03-13,0,1
2016-03-14,1,2
2016-03-15,1,3
2016-03-16,1,4
2016-03-17,1,5
2016-03-18,1,6
2016-03-19,0,7
2016-03-20,0,1
2016-03-21,1,2
2016-03-22,1,3
2016-03-23,1,4
2016-03-24,1,5
2016-03-25,1,6
2016-03-26,0,7
2016-03-27,0,1
2016-03-28,1,2
2016-03-29,1,3
2016-03-30,1,4
2016-03-31,1,5
2016-04-01,1,6
2016-04-02,0,7
2016-04-03,0,1
2016-04-04,0,2
2016-04-05,1,3
2016-04-06,1,4
2016-04-07,1,5
2016-04-08,1,6
2016-04-09,0,7
2016-04-10,0,1
2016-04-11,1,2
2016-04-12,1,3
2016-04-13,1,4
2016-04-14,1,5
2016-04-15,1,6
2016-04-16,0,7
2016-04-17,0,1
2016-04-18,1,2
2016-04-19,1,3
2016-04-20,1,4
2016-04-21,1,5
2016-04-22,1,6
2016-04-23,0,7
2016-04-24,0,1
2016-04-25,1,2
2016-04-26,1,3
2016-04-27,1,4
2016-04-28,1,5
2016-04-29,1,6
2016-04-30,0,7
2016-05-01,0,1
2016-05-02,0,2
2016-05-03,1,3
2016-05-04,1,4
2016-05-05,1,5
2016-05-06,1,6
2016-05-07,0,7
2016-05-08,0,1
2016-05-09,1,2
2016-05-10,1,3
2016-05-11,1,4
2016-05-12,1,5
2016-05-13,1,6
2016-05-14,0,7
2016-05-15,0,1
2016-05-16,1,2
2016-05-17,1,3
2016-05-18,1,4
2016-05-19,1,5
2016-05-20,1,6
2016-05-21,0,7
2016-05-22,0,1
2016-05-23,1,2
2016-05-24,1,3
2016-05-25,1,4
2016-05-26,1,5
2016-05-27,1,6
2016-05-28,0,7
2016-05-29,0,1
2016-05-30,1,2
2016-05-31,1,3
2016-06-01,1,4
2016-06-02,1,5
2016-06-03,1,6
2016-06-04,0,7
2016-06-05,0,1
2016-06-06,1,2
2016-06-07,1,3
2016-06-08,1,4
2016-06-09,0,5
2016-06-10,0,6
2016-06-11,0,7
2016-06-12,0,1
2016-06-13,1,2
2016-06-14,1,3
2016-06-15,1,4
2016-06-16,1,5
2016-06-17,1,6
2016-06-18,0,7
2016-06-19,0,1
2016-06-20,1,2
2016-06-21,1,3
2016-06-22,1,4
2016-06-23,1,5
2016-06-24,1,6
2016-06-25,0,7
2016-06-26,0,1
2016-06-27,1,2
2016-06-28,1,3
2016-06-29,1,4
2016-06-30,1,5
2016-07-01,1,6
2016-07-02,0,7
2016-07-03,0,1
2016-07-04,1,2
2016-07-05,1,3
2016-07-06,1,4
2016-07-07,1,5
2016-07-08,1,6
